longitude,latitude,total_rooms,median_income,ocean_proximity,median_house_value
-121.18,38.75,2807,4.7941,INLAND,247600
-121.24,38.75,9137,5.4896,INLAND,229600
-121.24,38.72,3605,4.9,INLAND,203700
-121.27,38.74,3869,2.6065,INLAND,154900
-121.26,38.73,3323,5.3451,INLAND,172100
-121.26,38.74,7173,3.3941,INLAND,135900
-121.28,38.73,4223,5.419,INLAND,267400
-121.27,38.72,4664,6.0804,INLAND,198700
-121.25,38.72,7277,4.485,INLAND,179400
-121.27,38.75,4812,2.5083,INLAND,128500
-121.28,38.74,4384,4.05,INLAND,134700
-121.3,38.73,5558,3.6455,INLAND,139200
-121.36,38.73,2253,3.141,INLAND,220100
-121.32,38.74,1449,4.3897,INLAND,186300
-121.31,38.75,4185,4.0519,INLAND,129200
-121.3,38.75,3903,2.655,INLAND,86300
-121.28,38.75,493,2.108,INLAND,83800
-121.3,38.74,4374,2.3611,INLAND,87900
-121.33,38.77,20214,4.2259,INLAND,169300
-121.28,38.76,2901,2.1366,INLAND,101900
-121.27,38.75,1292,2.7188,INLAND,85300
-121.29,38.76,1198,6.0097,INLAND,187500
-121.28,38.77,3819,5.8718,INLAND,201400
-121.28,38.8,9003,3.816,INLAND,147900
-121.24,38.78,1851,3.5288,INLAND,141100
-121.24,38.78,549,0.8691,INLAND,136500
-121.23,38.78,3813,2.0807,INLAND,142600
-121.22,38.78,3418,6.3914,INLAND,218000
-121.24,38.82,12259,5.4498,INLAND,217300
-121.25,38.8,5094,5.5205,INLAND,188700
-121.24,38.79,2615,3.7904,INLAND,173200
-121.24,38.79,1419,3.1875,INLAND,110200
-121.23,38.79,907,2.2292,INLAND,92000
-121.22,38.8,2521,3.5265,INLAND,124800
-121.19,38.87,3118,6,INLAND,209400
-121.21,38.83,3691,3.5607,INLAND,151900
-121.19,38.85,4114,4.4085,INLAND,139400
-121.18,38.83,4488,2.9484,INLAND,124400
-121.39,38.85,3568,4.0862,INLAND,162700
-121.3,39,3155,4.0282,INLAND,126400
-121.31,38.97,1210,2.7083,INLAND,82100
-121.22,38.92,2531,4.4958,INLAND,192600
-121.27,38.87,2094,4.4769,INLAND,191400
-121.29,38.9,2019,3.1691,INLAND,108700
-121.28,38.9,1297,2.7656,INLAND,93600
-121.29,38.89,653,3.3889,INLAND,110800
-121.3,38.89,1750,3.4706,INLAND,99300
-121.3,38.89,1529,2.9866,INLAND,91300
-121.32,38.89,5927,2.8194,INLAND,111300
-121.14,38.92,2069,4.6771,INLAND,212000
-121.1,38.92,4064,3.0321,INLAND,135500
-121.11,38.91,2558,4.0679,INLAND,190500
-121.1,38.94,410,1.0179,INLAND,125000
-121.07,38.92,5301,4.515,INLAND,164000
-121.05,38.92,2144,3.3021,INLAND,158800
-121.15,39,4145,4.3553,INLAND,220600
-121.19,38.95,2544,4.5129,INLAND,196300
-121.11,38.95,3888,1.8238,INLAND,158600
-121.1,38.95,1475,2.1287,INLAND,55300
-121.06,38.98,2267,4.7019,INLAND,212800
-121.05,38.97,3676,4.8214,INLAND,201900
-121.09,38.97,1467,5.2536,INLAND,191900
-121.1,39,1106,5.0126,INLAND,192300
-121.08,38.95,1931,2.7463,INLAND,156100
-121.08,38.93,4239,2.4278,INLAND,167700
-121.07,38.94,1710,4.7143,INLAND,150700
-121.04,38.95,1931,2.75,INLAND,153200
-120.99,39.04,2289,2.3696,INLAND,166800
-120.98,38.99,3403,3.6354,INLAND,162900
-121.04,39,4059,4.8051,INLAND,174300
-121.02,39.01,4786,3.9734,INLAND,185400
-121,39,170,10.9891,INLAND,312500
-120.87,39.18,2691,3.9196,INLAND,142700
-120.87,39.15,1819,2.8603,INLAND,128900
-120.58,39.27,4126,3.0147,INLAND,118800
-120.33,39.3,868,3,INLAND,175000
-120.18,39.28,10098,4.0819,INLAND,141300
-120.22,39.2,8259,3.3699,INLAND,244000
-120.96,39.12,2069,2.5326,INLAND,139100
-120.98,39.08,4570,3.0403,INLAND,148000
-120.94,39.05,3758,3.1972,INLAND,151500
-120.98,39.93,2220,1.8914,INLAND,87800
-120.95,39.93,2023,2.8125,INLAND,83500
-120.93,39.9,1511,2.0221,INLAND,70900
-120.9,39.93,2679,2.8812,INLAND,81900
-120.9,39.95,1349,3.5417,INLAND,96600
-120.93,39.96,1666,2.9559,INLAND,118800
-120.92,40.02,383,2.6458,INLAND,102500
-120.74,39.9,1017,2.2656,INLAND,88200
-120.57,39.78,1291,2.1216,INLAND,102000
-120.66,39.72,3763,2.2019,INLAND,130500
-120.74,39.82,1955,3.9583,INLAND,126500
-121,39.75,1116,2.5893,INLAND,83000
-121.14,39.86,2534,2.2101,INLAND,88800
-120.53,39.79,1234,2.5156,INLAND,71900
-120.48,39.78,513,2.375,INLAND,100000
-120.45,39.8,2149,1.7829,INLAND,55900
-120.46,39.83,3406,2.2717,INLAND,75900
-120.38,39.82,1262,2.1667,INLAND,92800
-120.15,39.8,785,3.0625,INLAND,82500
-120.94,40.17,1334,2.2132,INLAND,89200
-120.91,40.08,1629,2.2067,INLAND,69600
-120.94,40.14,3127,1.5774,INLAND,58000
-121.23,40.01,725,1.625,INLAND,75000
-120.71,40.13,897,2.9554,INLAND,89400
-121.25,40.27,958,2.625,INLAND,67500
-121.24,40.31,1597,3.5962,INLAND,93600
-121.23,40.29,3229,2.1524,INLAND,77100
-121.19,40.23,1572,5.8453,INLAND,193800
-121.08,40.19,919,1.6944,INLAND,137500
-121.06,40.23,1127,3.4844,INLAND,143800
-121.09,40.3,1717,3.6477,INLAND,113400
-121.14,40.29,1944,1.6875,INLAND,111500
-121.15,40.25,5156,3.3462,INLAND,145200
-117.35,34,1214,2.5469,INLAND,87800
-117.36,33.99,1178,2.9688,INLAND,92900
-117.37,34,730,2.4306,INLAND,88900
-117.37,34,1248,3.025,INLAND,90600
-117.36,34,4592,3.3622,INLAND,105100
-117.37,34.01,1386,3.6415,INLAND,124200
-117.38,34,2881,3.3687,INLAND,123800
-117.38,33.99,1797,2.7054,INLAND,141700
-117.38,33.98,2274,2.0284,INLAND,101600
-117.39,33.98,2337,3.145,INLAND,169100
-117.41,33.97,950,3.0694,INLAND,125000
-117.37,33.98,2862,2.1151,INLAND,96700
-117.38,33.97,1157,1.6389,INLAND,155000
-117.38,33.98,642,2.1528,INLAND,162500
-117.37,33.98,1342,1.1194,INLAND,95800
-117.37,33.99,917,1.685,INLAND,114200
-117.36,33.98,1680,2.0436,INLAND,82300
-117.37,33.97,3676,2.5804,INLAND,92400
-117.37,33.97,1156,1.4514,INLAND,79900
-117.37,33.97,1166,1.95,INLAND,84800
-117.37,33.98,201,2.025,INLAND,125000
-117.35,33.99,131,2.6071,INLAND,112500
-117.35,33.98,4163,1.6943,INLAND,85900
-117.35,33.97,3960,3.024,INLAND,122500
-117.36,33.97,1625,2.7596,INLAND,82200
-117.36,33.98,2070,2.4667,INLAND,80700
-117.37,33.96,3974,7.2519,INLAND,216600
-117.35,33.96,2396,8.2405,INLAND,235200
-117.35,33.95,1650,7.6632,INLAND,204800
-117.37,33.94,9286,6.6635,INLAND,219600
-117.36,33.92,9376,8.5326,INLAND,315200
-117.39,33.97,3307,4.3176,INLAND,136200
-117.38,33.97,2953,2.6895,INLAND,150000
-117.39,33.96,1992,3.2917,INLAND,129300
-117.4,33.96,1806,3.575,INLAND,125500
-117.39,33.97,1915,3.4044,INLAND,117900
-117.4,33.97,1383,5.0194,INLAND,148900
-117.4,33.97,1707,3.8618,INLAND,134800
-117.41,33.96,2837,2.3798,INLAND,118800
-117.41,33.96,4481,3.864,INLAND,123400
-117.41,33.97,2316,4.337,INLAND,157800
-117.44,33.96,124,12.5381,INLAND,112500
-117.43,33.96,3747,3.8682,INLAND,116500
-117.44,33.95,914,3.7344,INLAND,115300
-117.4,33.95,2189,3.1384,INLAND,111500
-117.4,33.95,1979,2.4408,INLAND,117300
-117.41,33.95,1586,2.9583,INLAND,132100
-117.41,33.95,1462,3.0542,INLAND,123900
-117.42,33.95,4251,2.8173,INLAND,110800
-117.42,33.96,2275,2.7452,INLAND,98100
-117.41,33.96,2341,3.0208,INLAND,112700
-117.38,33.96,3153,3.4491,INLAND,133800
-117.39,33.95,1380,3.1667,INLAND,122900
-117.39,33.95,1599,4.125,INLAND,120700
-117.4,33.95,633,1.1601,INLAND,121400
-117.39,33.96,2527,4.0833,INLAND,114400
-117.37,33.95,2215,4.3542,INLAND,142600
-117.37,33.94,1682,4.0966,INLAND,140100
-117.38,33.94,2468,4.0625,INLAND,136800
-117.39,33.93,3014,4.8333,INLAND,127900
-117.39,33.95,3306,3.7109,INLAND,109100
-117.4,33.94,1198,3.0509,INLAND,82700
-117.4,33.93,1468,2.2222,INLAND,81300
-117.41,33.93,793,4.0156,INLAND,89300
-117.4,33.94,987,3.5865,INLAND,112000
-117.4,33.94,943,3.1458,INLAND,116000
-117.41,33.94,2074,2.87,INLAND,117600
-117.41,33.94,3181,3.25,INLAND,112500
-117.42,33.93,2885,3.1795,INLAND,125600
-117.41,33.94,4179,2.4435,INLAND,118500
-117.42,33.94,2420,3.5403,INLAND,113500
-117.42,33.94,1764,4.1528,INLAND,113900
-117.43,33.95,2284,4.0526,INLAND,104500
-117.43,33.93,2386,4.5122,INLAND,113300
-117.43,33.93,4836,2.1865,INLAND,129300
-117.43,33.93,1273,2.4922,INLAND,109400
-117.44,33.93,1577,4.6327,INLAND,116000
-117.45,33.94,3539,2.1023,INLAND,103700
-117.44,33.94,2349,3.9118,INLAND,114100
-117.44,33.94,2992,3.9128,INLAND,126900
-117.44,33.94,1814,4.1776,INLAND,118700
-117.44,33.93,1371,4.375,INLAND,129900
-117.45,33.93,5998,3.2731,INLAND,113900
-117.44,33.92,2433,3.0437,INLAND,110800
-117.45,33.91,2320,3.7333,INLAND,121400
-117.45,33.92,2552,2.2548,INLAND,113300
-117.39,33.92,2886,2.3851,INLAND,113700
-117.4,33.9,1263,3.6667,INLAND,314100
-117.44,33.9,4487,4.2788,INLAND,148700
-117.43,33.91,14281,4.3222,INLAND,138000
-117.42,33.89,80,7.7197,INLAND,193800
-117.4,34.01,1858,2.7083,INLAND,87800
-117.41,34.01,1231,2.6442,INLAND,92000
-117.43,34.02,3084,3.05,INLAND,97800
-117.42,34.02,5455,4.2321,INLAND,162800
-117.4,34,2316,1.6955,INLAND,86800
-117.4,34,1192,2.0742,INLAND,76200
-117.41,34,2228,1.9052,INLAND,83400
-117.43,33.98,2634,4.2589,INLAND,152200
-117.42,33.98,10072,3.0606,INLAND,119500
-117.45,34.01,3042,2.76,INLAND,95200
-117.43,34.01,2101,3.0909,INLAND,98300
-117.41,34,2372,1.4719,INLAND,88600
-117.42,34,1617,3.016,INLAND,96600
-117.43,33.99,3307,4.566,INLAND,116900
-117.44,33.99,9966,4.5625,INLAND,171300
-117.5,34,1929,4.4063,INLAND,128500
-117.49,33.99,2050,4.84,INLAND,116400
-117.48,33.98,2451,3.3966,INLAND,115000
-117.49,33.98,2727,4.8371,INLAND,160600
-117.5,33.98,2394,4.2099,INLAND,138700
-117.47,33.98,12106,4.9886,INLAND,158100
-117.48,34.01,2000,4.369,INLAND,121100
-117.49,34.02,2051,3.6711,INLAND,108200
-117.49,34.02,3736,4.4545,INLAND,142400
-117.51,34.02,7779,2.1764,INLAND,135300
-117.48,34,6751,3.8529,INLAND,145500
-117.51,34,3791,3.2067,INLAND,124700
-117.52,33.99,13562,5.2759,INLAND,182900
-117.53,33.97,1293,3.8906,INLAND,141000
-117.53,33.97,1430,4.0833,INLAND,141000
-117.51,33.97,352,3.6691,INLAND,137500
-117.53,34.02,256,5.3269,INLAND,375000
-117.6,33.94,2925,3.1859,INLAND,153100
-117.55,34,3583,2.6979,INLAND,75000
-117.53,33.94,5675,4.2263,INLAND,203200
-117.55,33.94,5398,4.4762,INLAND,163900
-117.56,33.94,266,1.625,INLAND,164300
-117.56,33.94,575,7.0215,INLAND,257100
-117.57,33.93,1240,7.5408,INLAND,271900
-117.55,33.95,3196,5.9333,INLAND,229400
-117.59,33.91,10223,5.4872,INLAND,203400
-117.57,33.9,3797,3.5525,INLAND,137600
-117.56,33.89,693,2.3417,INLAND,191700
-117.55,33.89,2999,5.6973,INLAND,164800
-117.52,33.89,17978,5.1695,INLAND,220800
-117.6,33.91,1864,7.2379,INLAND,251000
-117.55,33.93,5187,4.1865,INLAND,154300
-117.55,33.92,2807,4.8167,INLAND,163300
-117.55,33.9,1839,3.4459,INLAND,198800
-117.53,33.92,2290,6.1561,INLAND,233500
-117.58,33.92,4157,6.155,INLAND,246400
-117.57,33.91,2620,5.3735,INLAND,214600
-117.59,33.93,338,7.8118,INLAND,244200
-117.5,33.93,4741,4.3723,INLAND,135600
-117.49,33.91,5364,3.2857,INLAND,139100
-117.5,33.92,2529,2.9821,INLAND,115600
-117.5,33.92,2101,4.55,INLAND,146800
-117.51,33.95,9016,4.9984,INLAND,169100
-117.46,33.95,1565,3.6979,INLAND,99600
-117.47,33.95,6248,4.1264,INLAND,124600
-117.5,33.96,7923,4.2985,INLAND,139200
-117.5,33.95,932,4.8214,INLAND,143400
-117.46,33.94,2481,1.7059,INLAND,85800
-117.47,33.94,559,3.0687,INLAND,88500
-117.48,33.94,1891,2.7813,INLAND,112900
-117.48,33.94,1625,3.1985,INLAND,117300
-117.49,33.94,2787,4.0256,INLAND,127100
-117.46,33.93,4112,3.0122,INLAND,114700
-117.46,33.93,4780,3.7431,INLAND,132800
-117.46,33.92,713,3.5208,INLAND,121100
-117.47,33.93,919,3.4028,INLAND,110500
-117.47,33.94,2086,3.2311,INLAND,105600
-117.46,33.94,1566,3.5227,INLAND,105400
-117.48,33.93,2191,2.6776,INLAND,122000
-117.47,33.92,3869,3.6583,INLAND,126100
-117.49,33.93,2970,3.9522,INLAND,124600
-117.47,33.91,3491,2.2241,INLAND,127300
-117.46,33.9,9738,3.3187,INLAND,144800
-117.48,33.89,10395,4.7295,INLAND,149900
-117.49,33.9,10235,3.6071,INLAND,159100
-117.48,33.91,3611,4.2207,INLAND,141100
-117.44,33.88,2589,6.8089,INLAND,334100
-117.51,33.89,5418,4.0556,INLAND,158000
-117.51,33.88,3044,4.131,INLAND,123800
-117.52,33.88,722,2.5656,INLAND,102500
-117.53,33.88,2855,3.1312,INLAND,91000
-117.5,33.87,6755,5.0493,INLAND,239800
-117.56,33.88,838,2.4861,INLAND,96200
-117.58,33.89,1731,2.3654,INLAND,107900
-117.55,33.88,2472,2.2372,INLAND,108800
-117.57,33.87,2076,2.2197,INLAND,138200
-117.56,33.88,1196,2.0682,INLAND,113000
-117.57,33.88,1755,2.316,INLAND,119400
-117.57,33.88,679,2.3036,INLAND,110600
-117.58,33.87,765,1.6875,INLAND,113500
-117.59,33.88,3586,2.4387,INLAND,117000
-117.59,33.88,3239,2.6111,INLAND,107000
-117.58,33.88,1739,2.2969,INLAND,116100
-117.57,33.87,621,2.3333,INLAND,122800
-117.57,33.87,1786,5.1929,INLAND,165000
-117.58,33.87,2772,5.0464,INLAND,163900
-117.58,33.87,701,3.2917,INLAND,144300
-117.58,33.87,1511,3.5313,INLAND,142100
-117.55,33.85,8207,4.8686,INLAND,195300
-117.56,33.83,895,5.4788,INLAND,339300
-117.58,33.85,16431,5.2861,INLAND,195100
-117.54,33.82,202,4.125,INLAND,216700
-117.55,33.83,502,4.2386,INLAND,500001
-117.6,33.85,6538,5.3006,<1H OCEAN,221400
-117.56,33.86,6964,5.2898,INLAND,177100
-117.55,33.87,8136,3.9414,INLAND,137100
-117.64,33.88,8010,5.536,<1H OCEAN,204800
-117.6,33.87,6450,4.2721,INLAND,150300
-117.6,33.86,2949,5.195,INLAND,161000
-117.6,33.87,7626,3.4419,INLAND,138100
-117.64,33.87,17470,6.2308,<1H OCEAN,257900
-117.52,33.84,688,3.55,INLAND,111000
-117.52,33.83,2397,4.46,INLAND,189800
-117.53,33.83,2191,5.5362,INLAND,195600
-117.54,33.76,5846,4.7965,<1H OCEAN,160800
-117.52,33.82,3776,5.1365,INLAND,215000
-117.36,33.88,2857,4.6875,INLAND,189800
-117.33,33.9,12837,5.1512,INLAND,187800
-117.34,33.89,2678,5.363,INLAND,211300
-117.38,33.89,3964,5.1624,INLAND,267900
-117.36,33.88,5600,5.0346,INLAND,240500
-117.26,33.86,1171,3.1103,INLAND,110000
-117.33,33.87,2300,5.1045,INLAND,161300
-117.3,33.85,3991,2.9542,INLAND,127900
-117.28,33.85,3498,2.3229,INLAND,118000
-117.43,33.81,4770,4.2273,INLAND,295200
-117.4,33.76,1954,4.4875,INLAND,249100
-117.4,33.85,7538,5.4625,INLAND,223600
-117.26,33.84,1159,2.7232,INLAND,123200
-117.32,33.87,826,4.8125,INLAND,173900
-117.28,33.89,6982,2.5379,INLAND,152700
-117.34,33.96,6437,4.1883,INLAND,184500
-117.32,33.96,3216,3.7585,INLAND,144500
-117.34,33.94,4589,7.4141,INLAND,236500
-117.34,33.94,7910,5.5563,INLAND,214500
-117.31,33.94,11232,5.2713,INLAND,216500
-117.33,33.98,1417,1.9531,INLAND,162500
-117.33,33.97,152,1.625,INLAND,162500
-117.34,34,321,3.175,INLAND,101600
-117.34,33.98,17286,1.7579,INLAND,103400
-117.32,33.99,5464,4.711,INLAND,133500
-117.31,33.97,3420,3.4896,INLAND,140300
-117.29,33.97,18767,4.6667,INLAND,160600
-117.35,34.01,3707,2.725,INLAND,95300
-117.34,34.02,2683,2.275,INLAND,85400
-117.32,34.01,3021,4.4063,INLAND,129900
-117.24,33.95,6617,4.7877,INLAND,132600
-117.23,33.94,13195,3.5851,INLAND,142000
-117.25,33.95,13096,4.2775,INLAND,138700
-117.23,33.96,9179,5.253,INLAND,163300
-117.21,33.95,8403,5.2174,INLAND,155500
-117.14,33.94,4873,6.3223,INLAND,223200
-117.21,33.97,18356,5.6409,INLAND,197700
-117.28,33.94,972,1.3125,INLAND,135700
-117.28,33.92,3623,2.1574,INLAND,86900
-117.27,33.92,8443,3.0907,INLAND,127200
-117.27,33.93,337,3.1042,INLAND,164800
-117.24,33.94,1569,1.6111,INLAND,113900
-117.24,33.93,7105,3.2705,INLAND,113200
-117.25,33.93,10110,4.2654,INLAND,137600
-117.25,33.92,9812,4.1482,INLAND,124600
-117.23,33.91,11654,4.0473,INLAND,127200
-117.23,33.89,11775,4.1953,INLAND,136600
-117.23,33.94,2405,3.0789,INLAND,114200
-117.22,33.93,5104,3.2148,INLAND,117000
-117.22,33.92,16884,4.0938,INLAND,130900
-117.21,33.93,10002,5.0223,INLAND,152600
-117.16,33.92,3236,4.7568,INLAND,143500
-117.22,33.9,8302,4.0467,INLAND,121500
-117.13,33.89,1611,3.5781,INLAND,244400
-117.19,33.9,21060,4.189,INLAND,143000
-117.22,33.87,56,2.625,INLAND,500001
-117.24,33.85,1031,2.8194,INLAND,136300
-117.17,33.83,77,4.6,INLAND,187500
-117.2,33.83,1265,3.6618,INLAND,161300
-117.23,33.83,1424,4.0833,INLAND,100000
-117.21,33.82,4198,3.9052,INLAND,122100
-117.22,33.81,9911,3.4237,INLAND,113700
-117.21,33.71,8476,2.1848,<1H OCEAN,97900
-117.2,33.72,5528,2.5335,<1H OCEAN,110100
-117.2,33.72,5373,1.9912,<1H OCEAN,98600
-117.2,33.71,4210,2.0881,<1H OCEAN,83300
-117.2,33.7,6323,2.3276,<1H OCEAN,92400
-117.19,33.7,5783,1.9014,<1H OCEAN,83500
-117.19,33.69,6484,4.5881,<1H OCEAN,136400
-117.27,33.68,26322,5.3238,<1H OCEAN,228900
-117.25,33.7,5156,3.58,<1H OCEAN,113400
-117.23,33.68,3659,3.8869,<1H OCEAN,125900
-117.22,33.66,1869,3.125,<1H OCEAN,117200
-117.17,33.66,7401,4.1386,<1H OCEAN,177300
-117.07,33.67,939,2.375,INLAND,145800
-117.11,33.83,2715,3.8036,INLAND,139600
-117.11,33.78,1914,4.1875,INLAND,161200
-117.08,33.82,1771,4.065,INLAND,148200
-117.18,33.78,1697,1.3417,INLAND,169300
-117.11,33.75,4174,2.2618,INLAND,96100
-117.16,33.76,4934,2.625,INLAND,155400
-117.22,33.74,1810,2.5221,<1H OCEAN,109200
-117.06,33.78,2813,2.5847,INLAND,145300
-117.14,33.81,4496,3.2778,INLAND,148800
-117.22,33.8,5284,4.0717,INLAND,126500
-117.09,33.71,1974,1.972,INLAND,90500
-117.07,33.72,4928,2.7983,INLAND,112500
-117.11,33.74,4799,2.1182,INLAND,71300
-117.15,33.7,6305,3.1319,INLAND,111500
-117.16,33.73,2381,2.6322,INLAND,140700
-117.23,33.79,3318,2.2969,INLAND,89300
-117.23,33.78,3465,1.9767,INLAND,81500
-117.23,33.77,2108,2,INLAND,83000
-117.29,33.83,4173,2.4662,INLAND,118300
-117.32,33.8,3196,4.0982,INLAND,173300
-117.26,33.81,4249,2.1549,INLAND,146500
-117.24,33.77,6907,2.8401,INLAND,104200
-117.31,33.75,3173,2.1484,<1H OCEAN,129200
-117.27,33.77,2876,2.0878,<1H OCEAN,101300
-117.29,33.72,2248,2.817,<1H OCEAN,110000
-117.28,33.72,1161,2.1667,<1H OCEAN,114600
-117.39,33.69,6529,5.3275,<1H OCEAN,168700
-117.37,33.7,4345,3.2481,<1H OCEAN,123800
-117.34,33.71,2591,3.1513,<1H OCEAN,154300
-117.31,33.67,981,3.1832,<1H OCEAN,157400
-117.35,33.69,1229,3.102,<1H OCEAN,111300
-117.33,33.67,4376,1.9194,<1H OCEAN,100600
-117.35,33.68,516,4.2788,<1H OCEAN,125000
-117.38,33.67,13288,3.375,<1H OCEAN,131800
-117.38,33.67,10145,2.2423,<1H OCEAN,132600
-117.35,33.64,6859,2.5395,<1H OCEAN,109200
-117.29,33.63,16010,3.8056,<1H OCEAN,162200
-117.28,33.66,4573,2.6949,<1H OCEAN,163600
-117.43,33.55,446,9.4356,<1H OCEAN,465600
-117.36,33.6,4097,3.2258,<1H OCEAN,159300
-117.25,33.65,1652,3.5125,<1H OCEAN,155600
-117.19,33.64,1481,3.235,<1H OCEAN,210700
-117.21,33.61,7722,3.6273,<1H OCEAN,150900
-117.2,33.58,30450,4.5936,<1H OCEAN,174300
-117.16,33.61,2744,4.7944,<1H OCEAN,215300
-117.12,33.61,2569,4.3651,<1H OCEAN,145600
-117.16,33.57,20391,3.9443,<1H OCEAN,187300
-117.16,33.54,4952,3.7538,<1H OCEAN,147500
-117.05,33.52,3471,4.8083,<1H OCEAN,347700
-116.96,33.52,2802,4.125,INLAND,392100
-117.1,33.56,1868,4.3833,<1H OCEAN,307600
-117.02,33.6,1972,3.244,INLAND,337200
-116.96,33.62,1003,4.2917,INLAND,221900
-117.22,33.48,1585,6.9136,<1H OCEAN,493300
-117.19,33.53,108,3.475,<1H OCEAN,187500
-117.18,33.51,270,6.993,<1H OCEAN,500001
-117.12,33.49,21988,3.9963,<1H OCEAN,191100
-117.12,33.52,30401,4.5841,<1H OCEAN,212300
-117.15,33.45,9089,4.6904,<1H OCEAN,174200
-116.99,33.46,1614,2.83,<1H OCEAN,43000
-117.23,33.57,13724,3.9617,<1H OCEAN,183000
-117.27,33.55,6112,5.5351,<1H OCEAN,429000
-117.32,33.51,966,5.2066,<1H OCEAN,500001
-117.02,33.71,8278,3.0043,INLAND,134700
-116.91,33.71,6807,3.1591,INLAND,189700
-116.89,33.73,2094,5.3623,INLAND,201300
-116.95,33.68,1183,4.4792,INLAND,173900
-116.9,33.65,652,2.1071,INLAND,93800
-116.92,33.63,397,2.8125,INLAND,143800
-116.99,33.73,16148,1.9961,INLAND,97800
-116.9,33.74,2281,2.3712,INLAND,127900
-116.95,33.75,2238,2.0714,INLAND,85800
-116.95,33.75,4676,1.7847,INLAND,109500
-116.93,33.75,6027,2.964,INLAND,121500
-116.93,33.74,3757,3.6806,INLAND,112800
-116.95,33.74,2233,2.4554,INLAND,89400
-116.96,33.73,4735,3.069,INLAND,87000
-116.95,33.73,4587,3.2371,INLAND,94500
-116.95,33.74,1996,2.7083,INLAND,91200
-116.94,33.74,2901,4.6406,INLAND,118900
-116.94,33.73,5160,3.7175,INLAND,120000
-116.93,33.73,3603,4.0433,INLAND,132300
-116.96,33.75,3269,2.5898,INLAND,76300
-116.97,33.74,2712,1.942,INLAND,86200
-116.97,33.75,3740,1.3039,INLAND,77500
-116.99,33.75,9601,1.4366,INLAND,77000
-116.98,33.74,4952,1.8446,INLAND,85700
-116.97,33.74,3674,2.2161,INLAND,76900
-116.96,33.74,3649,2.2115,INLAND,87600
-116.94,33.77,7240,2.4145,INLAND,137600
-117.01,33.75,2873,1.8015,INLAND,105100
-116.95,33.76,6890,1.7079,INLAND,95900
-116.98,33.77,5829,1.9707,INLAND,107900
-116.99,33.76,7626,2.1722,INLAND,69400
-117,33.74,5330,2.1103,INLAND,94400
-117.02,33.73,3700,1.9476,INLAND,112500
-116.99,33.77,10352,2.2925,INLAND,113100
-117.02,33.76,1317,2.8393,INLAND,120700
-116.98,33.83,2228,2.683,INLAND,139300
-117.02,33.81,6317,2.3,INLAND,108900
-116.95,33.79,10997,2.1979,INLAND,95300
-116.95,33.79,2399,1.8845,INLAND,77700
-116.96,33.79,2990,2.0135,INLAND,83000
-116.97,33.78,2680,2.535,INLAND,74800
-116.95,33.78,3409,1.7303,INLAND,74000
-116.89,33.79,701,2.0577,INLAND,56700
-116.87,33.76,4116,2.5612,INLAND,130800
-116.88,33.74,3111,1.5982,INLAND,140000
-116.89,33.75,2719,2.0154,INLAND,81700
-116.91,33.75,10886,2.3169,INLAND,123400
-116.86,33.73,2604,2.933,INLAND,170700
-117.04,34,3750,2.4167,INLAND,104900
-117.06,34,1575,2.5357,INLAND,94400
-117.04,34,4624,3.5255,INLAND,132100
-116.99,33.99,4227,4.7356,INLAND,195900
-117.01,33.97,4775,2.3355,INLAND,118800
-116.95,33.97,5320,3.1393,INLAND,116300
-116.97,33.96,5876,2.4322,INLAND,112100
-117.11,33.98,1254,2.7344,INLAND,149000
-117.02,33.95,1822,2.8783,INLAND,105200
-117.03,33.89,78,3.125,INLAND,187500
-116.96,33.94,1999,1.4063,INLAND,81900
-116.99,33.92,503,3.7083,INLAND,147500
-116.86,33.97,658,2.3977,INLAND,58000
-116.79,33.99,319,1.4688,INLAND,90000
-116.77,33.92,2307,1.6875,INLAND,63000
-116.81,33.9,2009,1.3286,INLAND,81800
-116.89,33.86,6900,3.0417,INLAND,146300
-116.95,33.86,6,1.625,INLAND,55000
-116.86,33.84,521,2.7788,INLAND,91100
-116.98,33.94,3459,3.4545,INLAND,89800
-116.98,33.93,2277,1.9472,INLAND,73200
-116.97,33.94,3197,3.0432,INLAND,91200
-116.97,33.93,2793,1.424,INLAND,73200
-116.98,33.93,376,2.1581,INLAND,68300
-116.9,33.98,3915,3.6339,INLAND,98600
-116.93,33.93,7804,2.0549,INLAND,95600
-116.89,33.93,4549,2.0976,INLAND,72600
-116.88,33.93,1495,1.2188,INLAND,55000
-116.9,33.93,3183,2.2321,INLAND,71800
-116.91,34,553,5.5,INLAND,193800
-116.87,33.94,4448,2.218,INLAND,73400
-116.87,33.93,3141,1.4556,INLAND,54600
-116.87,33.91,1858,2.7536,INLAND,73100
-116.89,33.92,2653,2.6643,INLAND,81000
-116.75,33.83,5277,3.3333,INLAND,143400
-116.8,33.8,324,3.4167,INLAND,100000
-116.71,33.75,10665,3.0625,INLAND,150500
-116.68,33.71,3460,3.5882,INLAND,161100
-116.74,33.62,2385,2.9141,INLAND,214300
-116.8,33.52,830,3.8281,INLAND,163500
-116.89,33.48,1016,2.8071,INLAND,137500
-116.87,33.57,1153,3.038,INLAND,128100
-116.72,33.56,3166,2.355,INLAND,122900
-116.48,33.61,1294,2.9167,INLAND,115300
-116.57,33.64,489,6.2702,INLAND,345500
-116.76,33.46,1251,3.0694,INLAND,173400
